loss,accuracy,val_loss,val_accuracy
0.9617151021957397,0.49240392446517944,0.7031765580177307,0.4625000059604645
0.7413159608840942,0.5058087706565857,0.676359236240387,0.6541666388511658
0.7228909134864807,0.5299374461174011,0.6948675513267517,0.512499988079071
0.6867539286613464,0.57193922996521,0.7027786374092102,0.5416666865348816
0.691753089427948,0.5880250334739685,0.6909111738204956,0.6166666746139526
0.6797963976860046,0.5826631188392639,0.6561145782470703,0.6333333253860474
0.6645835638046265,0.6201965808868408,0.6555449366569519,0.6291666626930237
0.6673312783241272,0.6094727516174316,0.6599043011665344,0.6416666507720947
0.6599774360656738,0.6067917943000793,0.660005509853363,0.6208333373069763
0.6683108806610107,0.6067917943000793,0.699266791343689,0.625
0.6611660122871399,0.6219838857650757,0.6721640229225159,0.637499988079071
0.6574294567108154,0.6032171845436096,0.655119776725769,0.6208333373069763
0.6701397895812988,0.6094727516174316,0.6538011431694031,0.625
0.6417381167411804,0.6291331648826599,0.668621301651001,0.6166666746139526
0.659113347530365,0.6193029284477234,0.6644881367683411,0.637499988079071
0.667988121509552,0.60142982006073,0.6632879972457886,0.6291666626930237
0.6573581695556641,0.6219838857650757,0.6751272678375244,0.637499988079071
0.6419665813446045,0.6201965808868408,0.6595832705497742,0.6416666507720947
0.6514744758605957,0.6166219711303711,0.6686498522758484,0.6416666507720947
0.6500424742698669,0.6085790991783142,0.6524381637573242,0.6416666507720947
0.6502797603607178,0.6166219711303711,0.6594526767730713,0.6291666626930237
0.6355425119400024,0.6264522075653076,0.6721198558807373,0.6291666626930237
0.6512386798858643,0.6264522075653076,0.6690078973770142,0.6416666507720947
0.6465528011322021,0.6130473613739014,0.6534144878387451,0.6208333373069763
0.6412272453308105,0.6327077746391296,0.6503621339797974,0.6458333134651184
0.635666012763977,0.6389633417129517,0.6582952737808228,0.6333333253860474
0.6401916742324829,0.6380696892738342,0.6715811491012573,0.6291666626930237
0.6448631286621094,0.6228775978088379,0.6527755856513977,0.637499988079071
0.6354941129684448,0.6300268173217773,0.6428290605545044,0.6541666388511658
0.6238491535186768,0.6353887319564819,0.6411762833595276,0.6166666746139526
0.6331379413604736,0.6255585551261902,0.6550079584121704,0.6333333253860474
0.6235193014144897,0.6264522075653076,0.6458660960197449,0.625
0.6251980066299438,0.6309204697608948,0.6393833160400391,0.6458333134651184
0.6251276731491089,0.6559427976608276,0.6352270841598511,0.6208333373069763
0.6113749742507935,0.6398569941520691,0.6364567875862122,0.6083333492279053
0.6222416162490845,0.6523681879043579,0.637861967086792,0.637499988079071
0.611237108707428,0.6559427976608276,0.6327540278434753,0.6333333253860474
0.6170507669448853,0.6613047122955322,0.6409107446670532,0.6291666626930237
0.6067636609077454,0.6613047122955322,0.6270148158073425,0.6583333611488342
0.6068899035453796,0.6532618403434753,0.6179465055465698,0.6625000238418579
0.5913671851158142,0.6916890144348145,0.6252877116203308,0.6499999761581421
0.5891585946083069,0.6711349487304688,0.6155859231948853,0.6666666865348816
0.5961604118347168,0.6800714731216431,0.6103443503379822,0.6708333492279053
0.591804027557373,0.6881144046783447,0.6130752563476562,0.6666666865348816
0.5878684520721436,0.6764968633651733,0.619284451007843,0.6541666388511658
0.5851098299026489,0.6800714731216431,0.6350505948066711,0.6333333253860474
0.5872089862823486,0.6863270998001099,0.6126725077629089,0.6541666388511658
0.5936321020126343,0.6693476438522339,0.6052919030189514,0.6708333492279053
0.5909985899925232,0.6764968633651733,0.6157901883125305,0.6625000238418579
0.5825612545013428,0.6988382339477539,0.6076968312263489,0.6875
